news_id,ticker,date,title,content,source,url,company_name,text,lexicon_score,logistic_score,finbert_score,sentiment_score
000625-20250114-0,000625.SZ,2025-01-14,000625 2025-01-14 日行情文本摘要,2025-01-14，000625A股交易日行情记录；开盘价12.1；最高价12.54；最低价12.07；收盘价12.48；成交量1140060；按开盘价计算当日上涨3.22%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,长安汽车,000625 2025-01-14 日行情文本摘要 2025-01-14，000625A股交易日行情记录；开盘价12.1；最高价12.54；最低价12.07；收盘价12.48；成交量1140060；按开盘价计算当日上涨3.22%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,1,1,0,1.0
000625-20250115-0,000625.SZ,2025-01-15,000625 2025-01-15 日行情文本摘要,2025-01-15，000625A股交易日行情记录；开盘价12.46；最高价12.46；最低价12.29；收盘价12.31；成交量719404；按开盘价计算当日下跌1.12%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,长安汽车,000625 2025-01-15 日行情文本摘要 2025-01-15，000625A股交易日行情记录；开盘价12.46；最高价12.46；最低价12.29；收盘价12.31；成交量719404；按开盘价计算当日下跌1.12%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,-1,-1,0,-1.0
000625-20250116-0,000625.SZ,2025-01-16,000625 2025-01-16 日行情文本摘要,2025-01-16，000625A股交易日行情记录；开盘价12.36；最高价12.59；最低价12.36；收盘价12.53；成交量921063；按开盘价计算当日上涨1.38%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,长安汽车,000625 2025-01-16 日行情文本摘要 2025-01-16，000625A股交易日行情记录；开盘价12.36；最高价12.59；最低价12.36；收盘价12.53；成交量921063；按开盘价计算当日上涨1.38%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,1,1,0,1.0
000625-20250117-0,000625.SZ,2025-01-17,000625 2025-01-17 日行情文本摘要,2025-01-17，000625A股交易日行情记录；开盘价12.46；最高价12.53；最低价12.4；收盘价12.43；成交量625935；按开盘价计算当日下跌0.24%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,长安汽车,000625 2025-01-17 日行情文本摘要 2025-01-17，000625A股交易日行情记录；开盘价12.46；最高价12.53；最低价12.4；收盘价12.43；成交量625935；按开盘价计算当日下跌0.24%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,-1,-1,0,-1.0
000625-20250120-0,000625.SZ,2025-01-20,000625 2025-01-20 日行情文本摘要,2025-01-20，000625A股交易日行情记录；开盘价12.54；最高价12.61；最低价12.4；收盘价12.45；成交量671265；按开盘价计算当日下跌0.72%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,长安汽车,000625 2025-01-20 日行情文本摘要 2025-01-20，000625A股交易日行情记录；开盘价12.54；最高价12.61；最低价12.4；收盘价12.45；成交量671265；按开盘价计算当日下跌0.72%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,-1,-1,0,-1.0
000625-20250121-0,000625.SZ,2025-01-21,000625 2025-01-21 日行情文本摘要,2025-01-21，000625A股交易日行情记录；开盘价12.49；最高价12.53；最低价12.31；收盘价12.38；成交量510885；按开盘价计算当日下跌0.96%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,长安汽车,000625 2025-01-21 日行情文本摘要 2025-01-21，000625A股交易日行情记录；开盘价12.49；最高价12.53；最低价12.31；收盘价12.38；成交量510885；按开盘价计算当日下跌0.96%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,-1,-1,0,-1.0
000625-20250122-0,000625.SZ,2025-01-22,000625 2025-01-22 日行情文本摘要,2025-01-22，000625A股交易日行情记录；开盘价12.31；最高价12.34；最低价12.19；收盘价12.27；成交量529236；按开盘价计算当日下跌0.41%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,长安汽车,000625 2025-01-22 日行情文本摘要 2025-01-22，000625A股交易日行情记录；开盘价12.31；最高价12.34；最低价12.19；收盘价12.27；成交量529236；按开盘价计算当日下跌0.41%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,-1,-1,0,-1.0
000625-20250123-0,000625.SZ,2025-01-23,000625 2025-01-23 日行情文本摘要,2025-01-23，000625A股交易日行情记录；开盘价12.4；最高价12.51；最低价12.19；收盘价12.19；成交量786816；按开盘价计算当日下跌1.77%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,长安汽车,000625 2025-01-23 日行情文本摘要 2025-01-23，000625A股交易日行情记录；开盘价12.4；最高价12.51；最低价12.19；收盘价12.19；成交量786816；按开盘价计算当日下跌1.77%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,-1,-1,0,-1.0
000625-20250124-0,000625.SZ,2025-01-24,000625 2025-01-24 日行情文本摘要,2025-01-24，000625A股交易日行情记录；开盘价12.19；最高价12.3；最低价12.06；收盘价12.26；成交量647023；按开盘价计算当日上涨0.57%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,长安汽车,000625 2025-01-24 日行情文本摘要 2025-01-24，000625A股交易日行情记录；开盘价12.19；最高价12.3；最低价12.06；收盘价12.26；成交量647023；按开盘价计算当日上涨0.57%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,1,1,0,1.0
000625-20250127-0,000625.SZ,2025-01-27,000625 2025-01-27 日行情文本摘要,2025-01-27，000625A股交易日行情记录；开盘价12.3；最高价12.45；最低价12.21；收盘价12.21；成交量561777；按开盘价计算当日下跌0.81%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,长安汽车,000625 2025-01-27 日行情文本摘要 2025-01-27，000625A股交易日行情记录；开盘价12.3；最高价12.45；最低价12.21；收盘价12.21；成交量561777；按开盘价计算当日下跌0.81%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,-1,-1,0,-1.0
000625-20250205-0,000625.SZ,2025-02-05,000625 2025-02-05 日行情文本摘要,2025-02-05，000625A股交易日行情记录；开盘价12.27；最高价12.44；最低价12.23；收盘价12.35；成交量824057；按开盘价计算当日上涨0.65%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,长安汽车,000625 2025-02-05 日行情文本摘要 2025-02-05，000625A股交易日行情记录；开盘价12.27；最高价12.44；最低价12.23；收盘价12.35；成交量824057；按开盘价计算当日上涨0.65%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,1,1,0,1.0
000625-20250206-0,000625.SZ,2025-02-06,000625 2025-02-06 日行情文本摘要,2025-02-06，000625A股交易日行情记录；开盘价12.35；最高价12.86；最低价12.23；收盘价12.81；成交量1539325；按开盘价计算当日上涨3.81%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,长安汽车,000625 2025-02-06 日行情文本摘要 2025-02-06，000625A股交易日行情记录；开盘价12.35；最高价12.86；最低价12.23；收盘价12.81；成交量1539325；按开盘价计算当日上涨3.81%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,1,1,0,1.0
000625-20250207-0,000625.SZ,2025-02-07,000625 2025-02-07 日行情文本摘要,2025-02-07，000625A股交易日行情记录；开盘价13.13；最高价13.34；最低价12.96；收盘价13.2；成交量2403959；按开盘价计算当日上涨0.46%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,长安汽车,000625 2025-02-07 日行情文本摘要 2025-02-07，000625A股交易日行情记录；开盘价13.13；最高价13.34；最低价12.96；收盘价13.2；成交量2403959；按开盘价计算当日上涨0.46%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,1,1,0,1.0
000625-20250210-0,000625.SZ,2025-02-10,000625 2025-02-10 日行情文本摘要,2025-02-10，000625A股交易日行情记录；开盘价14.36；最高价14.36；最低价13.64；收盘价13.84；成交量4059130；按开盘价计算当日下跌3.62%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,长安汽车,000625 2025-02-10 日行情文本摘要 2025-02-10，000625A股交易日行情记录；开盘价14.36；最高价14.36；最低价13.64；收盘价13.84；成交量4059130；按开盘价计算当日下跌3.62%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,-1,-1,0,-1.0
000625-20250211-0,000625.SZ,2025-02-11,000625 2025-02-11 日行情文本摘要,2025-02-11，000625A股交易日行情记录；开盘价13.94；最高价13.94；最低价13.3；收盘价13.34；成交量2426084；按开盘价计算当日下跌4.31%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,长安汽车,000625 2025-02-11 日行情文本摘要 2025-02-11，000625A股交易日行情记录；开盘价13.94；最高价13.94；最低价13.3；收盘价13.34；成交量2426084；按开盘价计算当日下跌4.31%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,-1,-1,0,-1.0
000625-20250212-0,000625.SZ,2025-02-12,000625 2025-02-12 日行情文本摘要,2025-02-12，000625A股交易日行情记录；开盘价13.21；最高价13.37；最低价13.13；收盘价13.36；成交量1407436；按开盘价计算当日上涨1.14%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,长安汽车,000625 2025-02-12 日行情文本摘要 2025-02-12，000625A股交易日行情记录；开盘价13.21；最高价13.37；最低价13.13；收盘价13.36；成交量1407436；按开盘价计算当日上涨1.14%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,1,1,0,1.0
000625-20250213-0,000625.SZ,2025-02-13,000625 2025-02-13 日行情文本摘要,2025-02-13，000625A股交易日行情记录；开盘价13.38；最高价13.4；最低价13.1；收盘价13.11；成交量1259210；按开盘价计算当日下跌2.02%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,长安汽车,000625 2025-02-13 日行情文本摘要 2025-02-13，000625A股交易日行情记录；开盘价13.38；最高价13.4；最低价13.1；收盘价13.11；成交量1259210；按开盘价计算当日下跌2.02%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,-1,-1,0,-1.0
000625-20250214-0,000625.SZ,2025-02-14,000625 2025-02-14 日行情文本摘要,2025-02-14，000625A股交易日行情记录；开盘价13.11；最高价13.38；最低价13.11；收盘价13.27；成交量1331894；按开盘价计算当日上涨1.22%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,长安汽车,000625 2025-02-14 日行情文本摘要 2025-02-14，000625A股交易日行情记录；开盘价13.11；最高价13.38；最低价13.11；收盘价13.27；成交量1331894；按开盘价计算当日上涨1.22%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,1,1,0,1.0
000625-20250217-0,000625.SZ,2025-02-17,000625 2025-02-17 日行情文本摘要,2025-02-17，000625A股交易日行情记录；开盘价13.27；最高价13.3；最低价13.11；收盘价13.19；成交量1085433；按开盘价计算当日下跌0.60%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,长安汽车,000625 2025-02-17 日行情文本摘要 2025-02-17，000625A股交易日行情记录；开盘价13.27；最高价13.3；最低价13.11；收盘价13.19；成交量1085433；按开盘价计算当日下跌0.60%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,-1,-1,0,-1.0
000625-20250218-0,000625.SZ,2025-02-18,000625 2025-02-18 日行情文本摘要,2025-02-18，000625A股交易日行情记录；开盘价13.14；最高价13.14；最低价12.87；收盘价12.9；成交量1012383；按开盘价计算当日下跌1.83%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,长安汽车,000625 2025-02-18 日行情文本摘要 2025-02-18，000625A股交易日行情记录；开盘价13.14；最高价13.14；最低价12.87；收盘价12.9；成交量1012383；按开盘价计算当日下跌1.83%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,-1,-1,0,-1.0
000625-20250219-0,000625.SZ,2025-02-19,000625 2025-02-19 日行情文本摘要,2025-02-19，000625A股交易日行情记录；开盘价12.88；最高价13.04；最低价12.87；收盘价12.99；成交量820455；按开盘价计算当日上涨0.85%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,长安汽车,000625 2025-02-19 日行情文本摘要 2025-02-19，000625A股交易日行情记录；开盘价12.88；最高价13.04；最低价12.87；收盘价12.99；成交量820455；按开盘价计算当日上涨0.85%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,1,1,0,1.0
000625-20250220-0,000625.SZ,2025-02-20,000625 2025-02-20 日行情文本摘要,2025-02-20，000625A股交易日行情记录；开盘价12.96；最高价12.98；最低价12.86；收盘价12.94；成交量745819；按开盘价计算当日下跌0.15%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,长安汽车,000625 2025-02-20 日行情文本摘要 2025-02-20，000625A股交易日行情记录；开盘价12.96；最高价12.98；最低价12.86；收盘价12.94；成交量745819；按开盘价计算当日下跌0.15%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,-1,-1,0,-1.0
000625-20250221-0,000625.SZ,2025-02-21,000625 2025-02-21 日行情文本摘要,2025-02-21，000625A股交易日行情记录；开盘价12.91；最高价12.98；最低价12.84；收盘价12.97；成交量969332；按开盘价计算当日上涨0.46%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,长安汽车,000625 2025-02-21 日行情文本摘要 2025-02-21，000625A股交易日行情记录；开盘价12.91；最高价12.98；最低价12.84；收盘价12.97；成交量969332；按开盘价计算当日上涨0.46%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,1,1,0,1.0
000625-20250224-0,000625.SZ,2025-02-24,000625 2025-02-24 日行情文本摘要,2025-02-24，000625A股交易日行情记录；开盘价12.95；最高价13.13；最低价12.88；收盘价12.98；成交量956163；按开盘价计算当日上涨0.31%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,长安汽车,000625 2025-02-24 日行情文本摘要 2025-02-24，000625A股交易日行情记录；开盘价12.95；最高价13.13；最低价12.88；收盘价12.98；成交量956163；按开盘价计算当日上涨0.31%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,1,1,0,1.0
000625-20250225-0,000625.SZ,2025-02-25,000625 2025-02-25 日行情文本摘要,2025-02-25，000625A股交易日行情记录；开盘价12.87；最高价13.19；最低价12.8；收盘价13.09；成交量1214634；按开盘价计算当日上涨1.71%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,长安汽车,000625 2025-02-25 日行情文本摘要 2025-02-25，000625A股交易日行情记录；开盘价12.87；最高价13.19；最低价12.8；收盘价13.09；成交量1214634；按开盘价计算当日上涨1.71%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,1,1,0,1.0
000625-20250226-0,000625.SZ,2025-02-26,000625 2025-02-26 日行情文本摘要,2025-02-26，000625A股交易日行情记录；开盘价13.07；最高价13.09；最低价12.97；收盘价13.04；成交量831492；按开盘价计算当日下跌0.23%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,长安汽车,000625 2025-02-26 日行情文本摘要 2025-02-26，000625A股交易日行情记录；开盘价13.07；最高价13.09；最低价12.97；收盘价13.04；成交量831492；按开盘价计算当日下跌0.23%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,-1,-1,0,-1.0
000625-20250227-0,000625.SZ,2025-02-27,000625 2025-02-27 日行情文本摘要,2025-02-27，000625A股交易日行情记录；开盘价13.06；最高价13.21；最低价12.94；收盘价13.03；成交量969841；按开盘价计算当日下跌0.31%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,长安汽车,000625 2025-02-27 日行情文本摘要 2025-02-27，000625A股交易日行情记录；开盘价13.06；最高价13.21；最低价12.94；收盘价13.03；成交量969841；按开盘价计算当日下跌0.31%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,-1,-1,0,-1.0
000625-20250228-0,000625.SZ,2025-02-28,000625 2025-02-28 日行情文本摘要,2025-02-28，000625A股交易日行情记录；开盘价12.96；最高价13.02；最低价12.55；收盘价12.57；成交量1174511；按开盘价计算当日下跌2.93%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,长安汽车,000625 2025-02-28 日行情文本摘要 2025-02-28，000625A股交易日行情记录；开盘价12.96；最高价13.02；最低价12.55；收盘价12.57；成交量1174511；按开盘价计算当日下跌2.93%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,-1,-1,0,-1.0
000625-20250303-0,000625.SZ,2025-03-03,000625 2025-03-03 日行情文本摘要,2025-03-03，000625A股交易日行情记录；开盘价12.59；最高价12.8；最低价12.48；收盘价12.65；成交量810517；按开盘价计算当日上涨0.56%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,长安汽车,000625 2025-03-03 日行情文本摘要 2025-03-03，000625A股交易日行情记录；开盘价12.59；最高价12.8；最低价12.48；收盘价12.65；成交量810517；按开盘价计算当日上涨0.56%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,1,1,0,1.0
000625-20250304-0,000625.SZ,2025-03-04,000625 2025-03-04 日行情文本摘要,2025-03-04，000625A股交易日行情记录；开盘价12.55；最高价12.65；最低价12.52；收盘价12.65；成交量517510；按开盘价计算当日上涨0.80%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,长安汽车,000625 2025-03-04 日行情文本摘要 2025-03-04，000625A股交易日行情记录；开盘价12.55；最高价12.65；最低价12.52；收盘价12.65；成交量517510；按开盘价计算当日上涨0.80%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,1,1,0,1.0
